iter,train_loss,val_loss,lr
0,4.226332187652588,4.223162651062012,9.900990099009901e-06
250,2.392688035964966,2.4117963314056396,0.0009862301196726987
500,1.9906786680221558,2.06658935546875,0.0009051132292283772
750,1.8111652135849,1.945459008216858,0.0007641763268666832
1000,1.6877690553665161,1.826576828956604,0.0005871607054625496
1250,1.610224723815918,1.7754724025726318,0.00040388523885789244
1500,1.5440115928649902,1.706065058708191,0.0002452232927684166
1750,1.5019639730453491,1.6772847175598145,0.00013790200300522413
2000,1.4760501384735107,1.656497836112976,0.0001
