iter,train_loss,val_loss,lr
0,4.181323528289795,4.175532341003418,9.900990099009901e-06
250,2.408367872238159,2.428682327270508,0.0009397114317029975
500,2.141810655593872,2.1736507415771484,0.0006281416799501188
750,1.9790939092636108,2.053755760192871,0.0002607455756410573
1000,1.8939945697784424,1.9860436916351318,0.0001
