iter,train_loss,val_loss,lr
0,4.240476608276367,4.235622882843018,9.900990099009901e-06
250,2.282137393951416,2.287010431289673,0.0009862301196726987
500,2.062206745147705,2.119738817214966,0.0009051132292283772
750,1.9149844646453857,2.0144131183624268,0.0007641763268666832
1000,1.7959671020507812,1.9366878271102905,0.0005871607054625496
1250,1.7216551303863525,1.8826712369918823,0.00040388523885789244
1500,1.666761875152588,1.8387839794158936,0.0002452232927684166
1750,1.6236714124679565,1.8113476037979126,0.00013790200300522413
2000,1.6054400205612183,1.7822166681289673,0.0001
