iter,train_loss,val_loss,lr
0,4.181438446044922,4.175677299499512,9.900990099009901e-06
250,2.3596529960632324,2.377523899078369,0.0009862301196726987
500,1.971106767654419,2.038881301879883,0.0009051132292283772
750,1.7850648164749146,1.9164800643920898,0.0007641763268666832
1000,1.6740303039550781,1.823960304260254,0.0005871607054625496
1250,1.5907970666885376,1.7602758407592773,0.00040388523885789244
1500,1.5275633335113525,1.7190415859222412,0.0002452232927684166
1750,1.4941462278366089,1.6685301065444946,0.00013790200300522413
2000,1.4666470289230347,1.6655282974243164,0.0001
