iter,train_loss,val_loss,lr
0,4.194160461425781,4.189334392547607,9.900990099009901e-06
250,2.447464942932129,2.4492669105529785,0.0009397114317029975
500,2.2536144256591797,2.2672712802886963,0.0006281416799501188
750,2.107168197631836,2.1407926082611084,0.0002607455756410573
1000,2.04630970954895,2.0971662998199463,0.0001
