iter,train_loss,val_loss,lr
0,4.181323528289795,4.175532341003418,9.900990099009901e-06
250,2.3769378662109375,2.39849853515625,0.0009397114317029975
500,2.0162222385406494,2.0689473152160645,0.0006281416799501188
750,1.8262230157852173,1.9421250820159912,0.0002607455756410573
1000,1.7437875270843506,1.8672584295272827,0.0001
